Name,Label
Red Wizards of Thay,1
Alustriel Silverhand,1
Tenser,1
Danilo Thann,1
Vecna,1
Strahd von Zarovich,1
Agent Faces,1
Agent Helix,1
Airwave,1
Altitude,1
Ambush,1
Armadillo,1
B.A.T.,1
Back Blast,1
Back-Stop,1
Backblast,1
Barrel Roll,1
Barricade,1
Bayonet,1
Big Ben,1
Big Boa,1
Big Brawler,1
Big Lob,1
Doctor Biggles-Jones,1
Black Out,1
Blast-Off,1
Body Bags,1
Bombstrike,1
Budo,1
Bullet-Proof,1
Bullhorn,1
Cannonball,1
Captain Grid-Iron,1
Cesspool,1
Charbroil,1
Checkpoint,1
Clean-Sweep,1
Cloudburst,1
Cobra Mortal,1
Cold Front,1
Colonel Courage,1
Countdown,1
Croc Master,1
Cross Hair,1
Crystal Ball,1
Daemon,1
Dart,1
Decimator,1
Depth Charge,1
Dice,1
Dogfight,1
Double Blast,1
Downtown,1
Dr. Biggles-Jones,1
Dr. Link Talbot,1
Drop Zone,1
Effects,1
Fast Draw,1
Firewall,1
Fred VII,1
Freefall,1
G.I. Jane,1
Gallows,1
Gears,1
General Philip Rey,1
General Rey,1
Ghost Bear,1
Ghostrider,1
Grim Skull,1
Gristle,1
Guillotine,1
Halo,1
Hannibal,1
Hard Drive,1
Hardball,1
Hardtop,1
Headman,1
Heavy Metal,1
Hi-Tech,1
Hit & Run,1
Hit and Run,1
Hollow Point,1
Hot Seat,1
Ice Cream Soldier,1
Incision,1
Infrared,1
Interrogator,1
Keel-Haul,1
Lift-Ticket,1
Lightfoot,1
Long Arm,1
Mace,1
Major Altitude,1
Major Barrage,1
Major Storm,1
Med Alert,1
Metal-Head,1
Munitia,1
Muskrat,1
Neurotoxin,1
Oktober Guard,1
Overlord,1
Ozone,1
Pathfinder,1
Payload,1
Rampage,1
Rampart,1
Rapid Fire,1
Raptor,1
Razorclaw,1
Recoil,1
Red Dog,1
Red Ninja,1
Red Spot,1
Red Zone,1
Repeater,1
Repulsor,1
Rip It,1
Robo-J.O.E.,1
Rollbar,1
Rook,1
Rumbler,1
Salvo,1
Scalpel,1
Scanner,1
Scar-Face,1
Scoop,1
Sgt. Hacker,1
Shadow Strike,1
Sidetrack,1
Skidmark,1
Skull Buster,1
Sky Creeper,1
Sky Patrol,1
Skydive,1
Skymate,1
Skystriker,1
Slash,1
Sneak Peek,1
Sneak-Peek,1
Snow Storm,1
Space Shot,1
Sparks,1
Spearhead,1
Specialist Trakker,1
Starduster,1
Static Line,1
Steam Roller,1
Steam-Roller,1
Steel Brigade,1
Stretcher,1
Sub-Zero,1
Super Trooper,1
Sure Fire,1
Switch Gears,1
Taurus,1
The Fridge,1
Tiger Claw,1
Tiger Force,1
Tollbooth,1
Topside,1
Tracker,1
Updraft,1
Vance Wingfield,1
Vanguard G.I. Joe,1
Vapor,1
Vector,1
Velocity,1
Voltar,1
Vypra,1
Wet Down,1
Whiteout,1
Wide Scope,1
Wild Card,1
Wild Weasel,1
Wildcard,1
Windchill,1
Windmill,1
Wreckage,1
Haymitch Abernathy,1
Beetee,1
Beetee Latier,1
Brutus,1
Caesar Flickerman,1
Cashmere,1
Cato,1
Cinna,1
Claudius Templesmith,1
Clove,1
Alma Coin,1
Seneca Crane,1
Cressida,1
Annie Cresta,1
Delly Cartwright,1
Effie Trinket,1
Enobaria,1
Finnick Odair,1
Foxface,1
Glimmer,1
Gloss,1
Gale Hawthorne,1
Heavensbee,1
Johanna Mason,1
Lucy Gray Baird,1
Madge Undersee,1
Marvel,1
Peacekeepers,1
Plutarch Heavensbee,1
President Coin,1
Prim Everdeen,1
Primrose Everdeen,1
Romulus Thread,1
Rue,1
Thresh,1
Tigris Snow,1
Wiress,1
Hollywood Canine Canteen,1
The Mouse-Merized Cat,1
A Tale of Two Kitties,1
Tale of Two Mice,1
Valar,1
Willy Armitage,1
Dan Briggs,1
Cinnamon Carter,1
Lisa Casey,1
Barney Collier,1
Mimi Davis,1
Tracey Fielding,1
Great Paris,1
Rollin Hand,1
Dana Lambert,1
The Great Paris,1
Jim Phelps,1
Doug Robert,1
Dr. Doug Robert,1
Animal,1
Beaker,1
Dr. Teeth and the Electric Mayhem,1
Fozzie Bear,1
Bunsen Honeydew,1
Kermit the Frog,1
Pepe the King Prawn,1
Miss Piggy,1
Rowlf the Dog,1
Sam Eagle,1
Scooter,1
Swedish Chef,1
Walter,1
Zoot,1
Abominus,1
Aerialbot,1
Afterburner,1
Air Hunter,1
Air Raid,1
Air Warrior,1
Airazor,1
Alexis,1
Alpha Bravo,1
Alpha Trion,1
Angry Archer,1
Apelinq,1
Aquablast,1
Aquafend,1
Arkeville,1
Armorhide,1
Artemis,1
Ascentor,1
Astroscope,1
Astrotrain,1
Autobot Clone,1
Autocrasher,1
Autocrusher,1
Autojetter,1
Autolauncher,1
Autoroller,1
Autostinger,1
Axer,1
Backbite,1
Backfire,1
Backstop,1
Backstreet,1
Battlechargers,1
Battletrap,1
BB,1
Beachcomber,1
Beast Changer,1
Beastbox,1
Beastforce,1
Big Convoy,1
Big Shot,1
Black Bacchus,1
Black Shadow,1
Blacker,1
Blademaster,1
Blades,1
Blendtron,1
Blendtrons,1
Blood,1
Blot,1
Blowpipe,1
Blue Bacchus,1
Bluestreak,1
Bonecrusher,1
Brainmaster,1
Brakedown,1
Braver,1
Breacher,1
Break,1
Breakaway,1
Breakdown,1
Breast Force,1
Breastforce,1
Brunt,1
Brushguard,1
Bruticus,1
Bullet,1
Bulletbike,1
Bumblejumper,1
Buster,1
Buzzsaw,1
Calcar,1
Caliburst,1
Camshaft,1
Cancer,1
Cerebros,1
Charlotte Mearing,1
CHEAR,1
Cheetas,1
Cheetor,1
Chip Chase,1
Chop Shop,1
Chopsaw,1
Chopshop,1
Chromedome,1
Clench,1
Clocker,1
Clouder,1
Coby Hansen,1
Cobybot,1
Combaticon,1
Combaticons,1
Commandos,1
Computron,1
Constructicon,1
Constructicon Maximus,1
Constructicons,1
Convobat,1
Cosmos,1
Crankcase,1
Crankstart,1
Cross wise,1
Cross-wise,1
Crosscut,1
Crosswise,1
Cruellock,1
Crumplezone,1
Cutthroat,1
Cyberjet,1
Cyberjets,1
Cyclonus,1
Cyclonus/Snow Cat,1
"Cyrus ""The Colossus"" Rhodes",1
Daesarus,1
Dai Atlas,1
Daniel Witwicky,1
Darkmount,1
Darkscream,1
Darksteel,1
Darkwings,1
Dash,1
Dauros,1
Dead End,1
Decepticon Clones,1
Deceptitran,1
Decibel,1
Deep Dive,1
Defensor,1
Deftwing,1
Delta Seeker,1
Deluge,1
Desarus,1
Dessarus,1
Deszaras,1
Devastator,1
Devcon,1
Devstar,1
Dinoforce,1
Dinoking,1
Dion,1
Dispensor,1
DJ,1
DNAVI,1
Doctor Archeville,1
Doctor Arkeville,1
Doctor Scalpel,1
Doom-Lock,1
Double Clutch,1
Doubleclouder,1
Downshift,1
Drag Strip,1
Drancron,1
Dreadwing,1
Drillbit,1
Drillhorn,1
Dropkick,1
Dropshot,1
Dune Runner,1
Dust Storm,1
Dylan Gould,1
Ejector,1
Elephorca,1
Elite Guard,1
Evac,1
Excellion,1
Fearswoop,1
Firetrap,1
First Aid,1
Fizzle,1
Flareup,1
Flashfire,1
Fortress Maximus,1
Fracture,1
Freewheeler,1
Frontloader,1
Frostbite,1
Full Tilt,1
Galaxy Shuttle,1
Garboil,1
Gas Skunk,1
Gearhead,1
Getsuei,1
Gigastorm,1
Gigatron,1
Gimlet,1
"Elvira, Mistress of the Dark",1
Holly Gibney,1
Helen Shivers,1
Julie James,1
Vampira,1
Veerana,1
Frodo Baggins,1
Brigitte,1
Caspian,1
Jaeger Clade,1
Meridian Clade,1
Penelope Clade,1
Searcher Clade,1
Nathan Drake,1
Chloe Frazer,1
Kent,1
Knight-errant,1
Louis Wu,1
Callisto Mal,1
"David ""Noodles"" Aaronson",1
Irene Adler,1
Sexton Blake,1
Nancy Callahan,1
Coach,1
Crime Doctor,1
Joe Deebs,1
Dry Eye,1
Johan Falk,1
Fletcher,1
Goldie and Wendy,1
John Hartigan,1
Mycroft Holmes,1
Arsène Lupin,1
Philip Marlowe,1
Marv,1
Dwight McCarthy,1
Tony Montana,1
Professor Moriarty,1
Freddy Newandyke,1
Rosalind Pearson,1
RoboCop,1
Raymond Smith,1
Dr. Watson,1
Gabriel Bagradian,1
Annika Bengtzon,1
Bhallaladeva,1
Travis Bickle,1
Rowdy Burns,1
Nick Carraway,1
Chris Chambers,1
John Coffey,1
Selena Cross,1
Mrs. Danvers,1
Marianne Dashwood,1
Ennis Del Mar,1
Temple Drake,1
Teddy Duchamp,1
Andy Dufresne,1
Catherine Earnshaw,1
Jane Eyre,1
Arthur Fleck,1
D-Fens,1
Byron Hadley,1
Rodney Harrington,1
Mary Hatch Bailey,1
Brooks Hatlen,1
Lincoln Hawk,1
Heathcliff,1
Johnny Cade,1
Judah Ben-Hur,1
Stella Kowalski,1
Walt Kowalski,1
Colonel Kurtz,1
Constance MacKenzie,1
Magua,1
Bertha Mason,1
Clarence Odbody,1
C. J. Parker,1
Radio Raheem,1
Nurse Ratched,1
Ellis Redding,1
Richard Roma,1
Edward Rochester,1
Monica Sherwood,1
Sodapop Curtis,1
Matthew Swain,1
Lydia Tár,1
Vern Tessio,1
Virgil Tibbs,1
Cole Trickle,1
Jobu Tupaki,1
Jack Twist,1
Two-Bit Mathews,1
Joy Wang,1
Evelyn Quan Wang,1
Waymond Wang,1
Whip Whitaker,1
Auguste Lupa,1
Amelia Watson,1
Stuart Webbs,1
Jacob Black,1
Bella Swan,1
Agent 13: The Midnight Avenger,1
Agent for H.A.R.M.,1
Sandy Arbuthnot,1
Baroness,1
The Baroness,1
Dick Barton,1
Bestiájez,1
Black Jack Tarr,1
Scorpion,1
Bronze Tiger,1
Mr. Calder and Mr. Behrens,1
Julia Carpenter,1
Mitchell Carson,1
Rex Carver,1
Lemmy Caution,1
Charlie,1
Cod Commando,1
Codename: Assassin,1
Codename: Knockout,1
Control,1
Francis Coplan,1
Jerry Cornelius,1
Covert Affairs,1
Claude Darrell,1
Arne Darvin,1
Dateline: Danger!,1
David Wolf: Secret Agent,1
Death Merchant,1
The Destroyer,1
Sean Dillon,1
Donquixote Rocinante,1
Dredger,1
Sydney Driscoll,1
Chase Edmunds,1
Hilda von Einem,1
King Faraday,1
Ahmad Kamal Faridi,1
Johnny Fedora,1
Count Fenring,1
Margot Fenring,1
Filemón,1
G.I. Joe,1
Forrest Gates,1
Colby Granger,1
Thomas Elphinstone Hambledon,1
Sajid Hameed,1
Carl Hamilton novels,1
Richard Hannay,1
Mata Harrier,1
Kurt Hartmann,1
Hei,1
Matt Helm,1
Henri Duflot,1
Bob Hogan,1
Imran series characters,1
Ali Imran,1
Invisible Kid,1
Cousin Itt,1
Brent Jackson,1
Mara Jade,1
Richard Jeperson,1
JFH: Justice For Hire,1
JJ Halo,1
Michael Jonas,1
Frisco Jones and Felicia Cummings,1
Gabe Jones,1
Vera Juarez,1
Killowat,1
Kisuke Urahara,1
John Kling,1
Illya Kuryakin,1
Boyd Langton,1
Lockheed,1
Lady Lotus,1
Lovok,1
Lupin III,1
Manix,1
Marina Loiseau,1
McGruff the Crime Dog,1
Megatak,1
Mort,1
Mortadelo,1
Mr. Moto,1
National Kid,1
Nick Carter-Killmaster,1
Night of the Steel Assassin,1
Ninjak,1
Richard and Mary Parker,1
Ginger Peppeler,1
Una Persson,1
Phil Pi,1
Rhonda Piñeda,1
Michael Power,1
Project Mc2,1
Bernard Qualtrough,1
John Rain,1
Randall Weems,1
Jack Reacher,1
Clive Reston,1
Jame Retief,1
Duke de Richleau,1
Rick Dangerous,1
Rick Dangerous 2,1
S.A.S. à San Salvador,1
Scooter: Secret Agent,1
Second Son,1
The Secret Files of the Spy Dogs,1
The Secret Show,1
Seska,1
"Shade, the Changing Man",1
Shadow Thief,1
Six from Sirius,1
Skids,1
Jink Slater,1
Luther Sloan,1
SAS,1
Lance Spearman,1
Spy Fox,1
SpyBoy,1
Sarge Steel,1
Stierlitz,1
T.H.E. Cat,1
T.U.F.F. Puppy,1
Enabran Tain,1
Tex Thompson,1
Tow Mater,1
Varys,1
Michael Vaughn,1
Villains of Jasoosi Dunya,1
Villanelle,1
Washout,1
Alexander Waverly,1
Wolf of Kabul,1
The X's,1
Bill Bergson,1
Mikael Blomkvist,1
Jason Bourne,1
Katie Burke,1
Max Cady,1
Nick and Nora Charles,1
Chen Zhen,1
Anton Chigurh,1
Kyle Craig,1
Don,1
The Fiend with Twenty Faces,1
Frankenstein,1
Peter Guillam,1
Mike Hammer,1
Jackal,1
Kabir,1
Yuri Karpov,1
Paul Kersey,1
John Klute,1
John Koestler,1
Kurt Kunkle,1
Mitch McDeere,1
Elena Montero,1
Colonel Moran,1
Brian O'Conner,1
Pathaan,1
Arkady Renko,1
Rubina,1
Jack Ryan,1
Lisbeth Salander,1
Matthew Scudder,1
Sam Spade,1
Norman Stansfield,1
Tiger,1
Catherine Tramell,1
Kurt Wallander,1
Zoya,1
Baby Face Finlayson,1
Mike Blueberry,1
Chick Bill,1
Cocco Bill,1
Desperate Dan,1
Firehair,1
The Goodbye Family,1
Kit Hodgkin,1
Jolly Jumper,1
Kinowa,1
Sergeant Kirk,1
Latigo,1
Buddy Longway,1
Magico Vento,1
El Mestizo,1
Panchito Pistoles,1
Ken Parker,1
Bronc Peeler,1
Punaniska,1
Red Ryder,1
Rick O'Shay,1
Casey Ruggles,1
Jerry Spring,1
Tex Willer,1
Larry Yuma,1
Zagor,1
Callie Torres,1
Bernadeth,1
Big Barda,1
Bloody Mary,1
Darkseid,1
Deep Six,1
DeSaad,1
Devilance,1
Doctor Bedlam,1
Female Furies,1
Glorious Godfrey,1
Granny Goodness,1
Grayven,1
Infinity-Man,1
Jezebelle,1
Kanto,1
Knockout,1
Lashina,1
Orion,1
Parademon,1
Steppenwolf,1
Stompa,1
Virman Vundabar,1
Achebe,1
Asha,1
Feirefiz,1
Guran,1
The Phantom,1
Waziri,1
Nancy Hicks-Gribble,1
Rene Sheppard,1
Elle Woods,1
Albrecht Gessler,1
Selene,1
Hilda Spellman,1
Zelda Spellman,1
William Tell,1
William of Baskerville,1
Ambiguous Party,1
Black Shorts,1
Friendship Democratic Party,1
Judean People's Front,1
Norsefire,1
People's Front of Judaea,1
Peoples Front For The Liberation of West Yorkshire,1
Tegenpartij,1
The Party,1
Tooting Popular Front,1
Aslan,1
Miraz,1
Edmund Pevensie,1
Lucy Pevensie,1
Peter Pevensie,1
Ramandu's daughter,1
Rilian,1
Tirian,1
Bankelal,1
Billoo,1
Chintoo,1
Gamraj,1
Pinki,1
Project Kalki,1
Shikari Shambu,1
Shrimatiji,1
Suppandi,1
Supremo,1
Jeon Woo-chi,1
Pfaff Amis,1
Pfaff vom Kahlenberg,1
Cthulhu Mythos deities,1
The Gods of Pegāna,1
Greyhawk deities,1
Agnete and the Merman,1
Death and the Mother,1
Little Gunver,1
The Little Mermaid,1
Mermaid,1
The Adventures of Chico and Guapo,1
Aesop And Son,1
The Ambiguously Gay Duo,1
George Beard and Harold Hutchins,1
Bob and Larry,1
Bolek and Lolek,1
Boris Badenov and Natasha Fatale,1
Bosko and Honey,1
Br'er Fox and Br'er Bear,1
Gerald and Sheila Broflovski,1
Buttons and Mindy,1
Casper & Nova,1
Caulifla and Kale,1
Charles and Mambo,1
Chips & Ice Cream,1
Donald and Douglas,1
Danforth Drake and Margot Mallard,1
Eddie and Lou,1
Embarassment Ninjas,1
Rod and Todd Flanders,1
Flavio and Marita,1
Flotsam and Jetsam,1
Fluffy and Uranus,1
Flying Lettuce Brothers,1
The Fox and the Crow,1
Frank and Gordon,1
Frog and Toad,1
George and Junior,1
Gidney & Cloyd,1
Hawk and Dove,1
Herman and Katnip,1
Hoops & Yoyo,1
Hyppo and Thomas,1
Isaac and Miria,1
The Itchy & Scratchy Show,1
Kabuki Twins,1
Kang and Kodos,1
Kiri and Lou,1
Latias and Latios,1
Lenny and Carl,1
Mahōtsukai Chappy,1
Malcom and Melvin,1
Howard and Harold McBride,1
Stuart and Carol McCormick,1
Mermaid Man and Barnacle Boy,1
Mia and Tia,1
Michiko & Hatchin,1
Mr. and Mrs. Stoppable,1
Patty and Selma,1
Peg and Pistol Pete,1
Phil and Lil,1
Pinky and the Brain,1
Pixie and Dixie,1
Platypus Brothers,1
Quasimoto,1
Roderick and Rhubella Rat,1
The Rescuers,1
Richard and Mrs. Tweak,1
Rita and Runt,1
Rocky and Bullwinkle,1
Sam and Twitch,1
Scratch and Grounder,1
"Señor Senior, Sr. and Señor Senior, Jr.",1
Serce and Rozum,1
Sherri and Terri,1
Al and Moo Sleech,1
Hilda and Zelda Spellman,1
Spike and Tyke,1
T.O.T.S.,1
Kiyo Takamine and Zatch Bell,1
Terrance and Phillip,1
Terrence and Philip,1
Thunder and Lightning,1
Tom and Jerry,1
Tomax and Xamot,1
The Wego twins,1
Zorua and Zoroark,1
Alpha Beam with Ernie,1
Bert & Ernie Sing-Along,1
Bert and Ernie's Great Adventures,1
Bert is Evil,1
Ernest and Bertram,1
Rubber Duckie,1
Beyonder,1
Desire,1
Alex Fierro,1
Asari,1
Quina,1
Setsu,1
Aqualad,1
Aquaman,1
Arion,1
Atlan,1
Atlantis,1
Cerdian,1
Queen Clea,1
Gamemnae,1
Kaldur'ahm,1
Rama Khan,1
Lagoon Boy,1
Lori Lemaris,1
Mera,1
Ocean Master,1
Storm,1
Thierna Na Oge,1
Topo,1
The Trench,1
Nuidis Vulko,1
Wyynde,1
"By This Axe, I Rule",1
Exile of Atlantis,1
Kull,1
Kull the Conqueror,1
The Mirrors of Tuzun Thune,1
The Shadow Kingdom,1
Expedition Robinson,1
Robinson,1
Robinson Ekspeditionen,1
Robinsonekspedisjonen,1
Suomen Robinson,1
Baltic Robinson,1
Robinsonův ostrov,1
Expedición Robinson,1
Robinson: La Gran Aventura,1
The Adventures of Robinson Crusoe,1
Crusoe,1
Foe,1
"Friday, or, The Other Island",1
Robinson Crusoé,1
Robinson Crusoe: Adventures on the Cursed Island,1
Natasha Andersen,1
Holly Barton,1
Katy Fox,1
Sam Holden,1
Brenda Lee,1
Jane Margolis,1
Phoenix,1
Alastair,1
Amatsu-Mikaboshi,1
Angelus,1
Apocalypse,1
Azazel,1
Bob,1
Elias Bogan,1
Brainiac,1
Calypso,1
Chucky,1
Computo,1
Danny Phantom,1
Dark Angel,1
Deadites,1
Deadman,1
Dormammu,1
Dreamslayer,1
Daniel Drumm,1
Duke of Deception,1
Eclipso,1
Enchantress,1
Eradicator,1
The Giant,1
Prue Halliwell,1
Dick Hallorann,1
Agatha Harkness,1
Hath-Set,1
Helspont,1
Ion,1
It,1
Jericho,1
Jericho Drumm,1
Katara,1
Johann Kraus,1
Lilith,1
Machinesmith,1
Makima,1
Wanda Maximoff,1
Mike,1
Anna Milton,1
Mister Mind,1
Mister Twister,1
Momoshiki Otsutsuki,1
Moon Girl And Devil Dinosaur,1
Mordru,1
Morgaine le Fey,1
Morgan le Fay,1
Mr. Nobody,1
Nabu,1
Oggar,1
Ogun,1
Onslaught,1
Palpatine,1
Parallax,1
Phlebiac Brothers,1
Phoenix Force,1
Power,1
Proteus,1
Reverse-Flash,1
Rose the Hat,1
Ruby,1
Sabbac,1
Satan Girl,1
Scratch,1
Secret,1
Vriska Serket,1
Seven Deadly Enemies of Man,1
Shadow King,1
Silver Banshee,1
Slender Man,1
Smile Entity,1
Agent Smith,1
Spectre,1
Stephen Strange,1
Rachel Summers,1
Swamp Thing,1
Takion,1
The Three Mothers,1
Uriel,1
Tiffany Valentine,1
Vartox,1
Weird,1
Witness,1
Sadako Yamamura,1
Zachariah,1
Zarathos,1
All For One,1
Amazo,1
Black Alice,1
Skylor Chen,1
Composite Superman,1
Kirby,1
Mega Man,1
X,1
Mimic,1
Kirt Niedrigh,1
Rogue,1
Tomura Shigaraki,1
Hope Summers,1
Synch,1
Shang Tsung,1
Sarada Uchiha,1
Vulcan,1
Jungle girl,1
Africadalli Sheela,1
Cave Girl,1
Cavewoman,1
Dawn Drummond-Clayton,1
Eve,1
Fantomah,1
Green Mansions,1
Her Jungle Love,1
Jana of the Jungle,1
Jill of the Jungle,1
Judy of the Jungle,1
Jungle Girl,1
The Jungle Goddess,1
The Jungle Princess,1
Jungle Queen,1
Jungle Siren,1
Jungle Woman,1
Kizhakku Africavil Sheela,1
"Lana, Queen of the Amazons",1
Leela,1
"Liane, Jungle Goddess",1
Lorna the Jungle Girl,1
The Lost City,1
Mara of the Wilderness,1
Meriem,1
Nabonga,1
Nyoka the Jungle Girl,1
Pantera Bionda,1
Panther Girl of the Kongo,1
Perils of Nyoka,1
Queen of the Jungle,1
Rarotonga,1
Rima,1
"Samoa, Queen of the Jungle",1
The Savage Girl,1
Sheena,1
Tarzan and the Amazons,1
Tarzan and the Leopard Woman,1
"Tarzana, the Wild Girl",1
"Tarzeena, Queen of Kong Island",1
The Tiger Woman,1
Trader Horn,1
White Princess of the Jungle,1
B'wana Beast,1
Felifax,1
Hagibis,1
"Jo-Jo, Congo King",1
Jungle Jim,1
Jungle Kurobe,1
The Jungle Twins,1
"Kona, Monarch of Monster Isle",1
Korak,1
Kulafu,1
Superman: The Feral Man of Steel,1
Tarzan: The Complete Russ Manning Newspaper Strips,1
Tarzanesque,1
Thun'da,1
Tor,1
Trazan & Banarne,1
Turok,1
Zago,1
Astro Boy,1
Kawaki,1
Anna Kyoyama,1
Lavi,1
Sailor Saturn,1
Beast Boy,1
Black Canary,1
Black Manta,1
Michael Costner,1
Damage,1
Dollmaker,1
Vril Dox,1
Tim Drake,1
Faora,1
Harbinger,1
Roy Harper,1
Sandy Hawkins,1
Abby Holland,1
Alexander Luthor Jr.,1
Mary Marvel,1
Mime,1
Misfit,1
Nite-Wing,1
Oberon,1
Pied Piper,1
Plastic Man,1
Power Girl,1
Prometheus,1
Psi,1
Shrike,1
Speedy,1
Terra-Man,1
Jason Todd,1
Vibe,1
Warblade,1
Wildcat,1
Wrath,1
Tony Zucco,1
Apache Kid,1
Aurora,1
Bishop,1
Daredevil,1
Elektra,1
Gamora,1
GoGo Tomago,1
Havok,1
Daimon Hellstrom,1
Hit-Girl,1
Hulkling,1
Invisible Woman,1
Iron Fist,1
Rick Jones,1
Jubilee,1
Karma,1
Kingpin,1
Jamie Madrox,1
Mandarin,1
Marrow,1
Mindworm,1
Danielle Moonstar,1
Namora,1
Northstar,1
Orphan-Maker,1
Peter Quill,1
Radius,1
Red Skull,1
Shard,1
Silverclaw,1
Siryn,1
Martin Soap,1
Toro,1
Viper,1
Warpath,1
Wolverine,1
Clyde Wyncham,1
Professor X,1
DuckTales,1
Cartoon All-Stars to the Rescue,1
Darkwing Duck,1
DuckTales the Movie: Treasure of the Lost Lamp,1
Silas McDuck,1
Scrooge's Quest,1
The Billionaire of Dismal Downs,1
The Buckaroo of the Badlands,1
The Cowboy Captain of the Cutty Sark,1
The Dreamtime Duck of the Never-Never,1
The Empire-Builder from Calisota,1
The Invader of Fort Duckburg,1
The King of the Klondike,1
The Last of the Clan McDuck,1
The Master of the Mississippi,1
Music Inspired by the Life and Times of Scrooge,1
The New Laird of Castle McDuck,1
The Prisoner of White Agony Creek,1
The Raider of the Copper Hill,1
The Richest Duck in the World,1
The Sharpie of the Culebra Cut,1
The Terror of the Transvaal,1
Crimes of Passion,1
The Distinguished Citizen,1
Henry Fool,1
Nobel Son,1
Nobel's Last Will,1
The Prize,1
The Wife,1
Mr. Peabody & Sherman,1
The Mr. Peabody & Sherman Show,1
Final girl,1
The Final Girls,1
Mia Allen,1
Courtney Bates,1
Jess Bradford,1
Aubrey Bradimore,1
Stretch,1
Rachel Carruthers,1
Wendy Christensen,1
Cindy Campbell,1
Mari Collingwood,1
Lila Crane,1
Karen Davis,1
Lydia Deetz,1
Ginny,1
Tree Gelbman,1
Chris,1
Trish Jarvis,1
Alice Johnson,1
Rachel Keller,1
Kirsty,1
Kyle,1
Kim Levitt,1
Jamie Lloyd,1
Katherine McMichaels,1
Maxine Minx,1
Rosie Perkins,1
Nica Pierce,1
Dana Polk,1
Kelli Presley,1
Veronica Quaife,1
Kirby Reed,1
Ellen Ripley,1
Tanya Robertson,1
Sienna Shaw,1
Tina Shepard,1
Sue Snell,1
Nancy Thompson,1
Gale Weathers,1
Ashe,1
Phil Cassidy,1
Easy Andy,1
Merchant,1
Turk Barrett,1
Cattivik,1
Dev-Em,1
Grendel,1
Bill the Cat,1
Deathstroke,1
Flattop,1
Seth Gecko,1
Gregory House,1
Ink,1
Snake Jailbird,1
Tracy Jordan,1
Julian,1
Clubber Lang,1
Michael Lee,1
Nicky Nichols,1
Snake Plissken,1
The Prisoners,1
Lydia Rodarte-Quayle,1
Storm Shadow,1
Bigger Thomas,1
Fat Tony,1
Dominic Toretto,1
Vic Vega,1
Vincent Vega,1
Shirley Carter,1
Elle Driver,1
Sofia Falcone,1
Vanessa Fisk,1
Joanne Francis,1
Pussy Galore,1
Floyd Gerhardt,1
Nicola Mitchell,1
Ronnie Mitchell,1
O-Ren Ishii,1
Mel Owen,1
Suki Panesar,1
Janice Soprano,1
Tigress,1
Trom,1
Vernita Green,1
Ava Vitali,1
Claudia Zacchara,1
Baron Blitzkrieg,1
Baron Strucker,1
Swarm,1
U-Man,1
General Zahl,1
The Axe Gang,1
Blood Syndicate,1
Brigands M.C.,1
Crooked Steps,1
Destiny Gang,1
Dingbats of Danger Street,1
Dooks of Doom,1
Five Weapons Society,1
Grove Street Families,1
The Hand,1
Hell's Satans,1
Hounds,1
Intergang,1
The Jets,1
Knightriders motorcycle club,1
The Lost Motorcycle Club,1
Maggia,1
Mutants,1
Olsen Gang,1
Omar Little and associates,1
One-Eyed Snakes,1
Patron-Minette,1
Phantom Troupe,1
Pishtacos,1
Punchline,1
Pup Gang,1
Red Triangle Gang,1
Royal Flush Gang,1
The Sandfleas,1
The Sharks,1
South Bronx Killas,1
Ten Rings,1
Trio,1
Uptown Riders,1
The Van Buren Boys,1
Wild Hogs MC,1
Yancy Street Gang,1
Todd Alquist,1
Armand,1
Asgore,1
Darth Bane,1
Ben,1
Bodie Broadus,1
Lindsey Butterfield,1
Proinsias Cassidy,1
Gregor Clegane,1
Sandor Clegane,1
Oswald Danes,1
Ella Forster,1
John Frobisher,1
Ghostface,1
The Governor,1
Grand High Witch,1
Theon Greyjoy,1
Homelander,1
Mad Dog,1
Melinda May,1
Melisandre,1
Evil Morty,1
Mother's Milk,1
Adam Newman,1
Night King,1
Jack Osborne,1
Kefka Palazzo,1
Rhoda Penmark,1
Poot,1
Red John,1
Hank Schillinger,1
Beth Smith,1
Morty Smith,1
Sun Hill Serial Killer,1
That Yellow Bastard,1
Darth Vader,1
Jess Warner,1
Derek Wheeler,1
Zhuang He-zhen,1
Natalie Buxton,1
Chester the Molester,1
Gary Michaels,1
Herbert,1
Tony King,1
Bill Maplewood,1
Leland Palmer,1
Pedobear,1
Scavenger,1
John Stape,1
Stannis Baratheon,1
Heidi Costello,1
Esben and the Witch,1
Queen Etheldredda,1
Anne Foster,1
Gabrielle,1
Eloise Hawking,1
Hippolyta,1
Kang the Conqueror,1
James Lynch fitz Stephen,1
John Talbot,1
Titus Andronicus,1
Lana Winters,1
4D Man,1
The Addams Family 2,1
The Addams Family,1
The Adventures of Buckaroo Banzai Across the 8th Dimension,1
Alien Lockdown,1
The Alligator People,1
The Amazing Spider-Man 2,1
The Amazing Spider-Man,1
Anna to the Infinite Power,1
The Ape,1
The Ape Man,1
Aqua Teen Hunger Force Colon Movie Film for Theaters,1
As the Earth Turns,1
The Astro-Zombies,1
Attack of the Puppet People,1
The Avengers,1
Batman & Robin,1
Beethoven,1
The Believer,1
Big Calibre,1
Birth of a Notion,1
Black Dragons,1
